id,productId,root_name,diseaseId,disease,articles_count,category,calculated_dw,article_number,title,pubmed,PMID,doi,DOI,pmc,PMCID,pubtypes,disease_rates,diseases_rate_all_null,ai_extracted_types,ai_calculated_rate,disease_rate_combination,name,item_name,another_item,processing_status,dynamic_root_causes,labs,createdAt,updatedAt,scientific_name,code,foundation_url,icd_title,ai_pubtypes
2212567,0,ellagic acid,1,type 2 diabetes mellitus,32,ready,0,14,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,ellagic acid and type 2 diabetes mellitus,NULL,Pomegranate,natural polyphenol,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid may improve insulin sensitivity and reduce insulin resistance.""}}","[{""type"":""glucose"",""name"":""Glucose"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may help regulate blood glucose levels."",""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may reduce HbA1c levels, indicating better long-term glucose control."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212567,22,grapes,1,type 2 diabetes mellitus,4,ready,16,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,grapes and type 2 diabetes mellitus,NULL,Pomegranate,natural source,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Grapes may improve insulin sensitivity and reduce insulin resistance.""}}","[{""type"":""glucose"",""name"":""Glucose"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may help regulate blood glucose levels."",""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may reduce HbA1c levels, indicating better long-term glucose control."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212567,63,pomegranates,1,type 2 diabetes mellitus,19,ready,285,13,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranates and type 2 diabetes mellitus,NULL,Pomegranate,natural source,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Pomegranates may improve insulin sensitivity and reduce insulin resistance.""}}","[{""type"":""glucose"",""name"":""Glucose"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may help regulate blood glucose levels."",""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may reduce HbA1c levels, indicating better long-term glucose control."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212567,370,walnuts,1,type 2 diabetes mellitus,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,walnuts and type 2 diabetes mellitus,NULL,Pomegranate,natural source,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Walnuts may improve insulin sensitivity and reduce insulin resistance.""}}","[{""type"":""glucose"",""name"":""Glucose"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may help regulate blood glucose levels."",""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may reduce HbA1c levels, indicating better long-term glucose control."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212567,0,ellagic acid,2,atherosclerosis,32,ready,0,14,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,ellagic acid and atherosclerosis,NULL,Pomegranate,natural polyphenol,"{""43"":{""name"":""endothelial dysfunction"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid may improve endothelial function and reduce atherosclerosis risk.""}}","[{""type"":""hdl_c_direct"",""name"":""HDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may increase HDL cholesterol levels, improving cardiovascular health."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""LDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may reduce LDL cholesterol levels, lowering atherosclerosis risk."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,8B11.0,http://id.who.int/icd/entity/1070137396,Cerebral ischaemic stroke due to extracranial large artery atherosclerosis,Review
2212567,22,grapes,2,atherosclerosis,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,grapes and atherosclerosis,NULL,Pomegranate,natural source,"{""43"":{""name"":""endothelial dysfunction"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Grapes may improve endothelial function and reduce atherosclerosis risk.""}}","[{""type"":""hdl_c_direct"",""name"":""HDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may increase HDL cholesterol levels, improving cardiovascular health."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""LDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may reduce LDL cholesterol levels, lowering atherosclerosis risk."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,8B11.0,http://id.who.int/icd/entity/1070137396,Cerebral ischaemic stroke due to extracranial large artery atherosclerosis,Review
2212567,63,pomegranates,2,atherosclerosis,2,ready,8,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranates and atherosclerosis,NULL,Pomegranate,natural source,"{""43"":{""name"":""endothelial dysfunction"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Pomegranates may improve endothelial function and reduce atherosclerosis risk.""}}","[{""type"":""hdl_c_direct"",""name"":""HDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may increase HDL cholesterol levels, improving cardiovascular health."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""LDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may reduce LDL cholesterol levels, lowering atherosclerosis risk."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,8B11.0,http://id.who.int/icd/entity/1070137396,Cerebral ischaemic stroke due to extracranial large artery atherosclerosis,Review
2212567,370,walnuts,2,atherosclerosis,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,walnuts and atherosclerosis,NULL,Pomegranate,natural source,"{""43"":{""name"":""endothelial dysfunction"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Walnuts may improve endothelial function and reduce atherosclerosis risk.""}}","[{""type"":""hdl_c_direct"",""name"":""HDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may increase HDL cholesterol levels, improving cardiovascular health."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""LDL Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may reduce LDL cholesterol levels, lowering atherosclerosis risk."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,8B11.0,http://id.who.int/icd/entity/1070137396,Cerebral ischaemic stroke due to extracranial large artery atherosclerosis,Review
2212567,22,grapes,4,obesity,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,grapes and obesity,NULL,Pomegranate,natural source,"{""41"":{""name"":""lipid metabolism dysregulation"",""benefit_exactly"":""EA has been investigated extensively because of its antiproliferative action in some cancers, along with its anti-inflammatory effects."",""benefit_descriptive"":""Grapes containing ellagic acid may help regulate lipid metabolism and reduce inflammation associated with obesity.""}}","[{""type"":""triglycerides"",""name"":""Triglycerides"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may reduce triglyceride levels, improving metabolic health."",""quantity"":null},{""type"":""total_cholesterol"",""name"":""Total Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may help lower total cholesterol levels."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5B80.0,http://id.who.int/icd/entity/1664144906,Overweight,Review
2212567,63,pomegranates,4,obesity,2,ready,24,2,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranates and obesity,NULL,Pomegranate,natural source,"{""41"":{""name"":""lipid metabolism dysregulation"",""benefit_exactly"":""EA has been investigated extensively because of its antiproliferative action in some cancers, along with its anti-inflammatory effects."",""benefit_descriptive"":""Pomegranates containing ellagic acid may help regulate lipid metabolism and reduce inflammation associated with obesity.""}}","[{""type"":""triglycerides"",""name"":""Triglycerides"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may reduce triglyceride levels, improving metabolic health."",""quantity"":null},{""type"":""total_cholesterol"",""name"":""Total Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may help lower total cholesterol levels."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5B80.0,http://id.who.int/icd/entity/1664144906,Overweight,Review
2212567,22,grapes,13,non alcoholic fatty liver disease,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,grapes and non alcoholic fatty liver disease,NULL,Pomegranate,natural source,"{""42"":{""name"":""hepatic lipid accumulation"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Grapes may reduce hepatic lipid accumulation and improve liver function.""}}","[{""type"":""total_bilirubin"",""name"":""Total Bilirubin"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Grapes may help normalize bilirubin levels, indicating improved liver function."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,DB92,http://id.who.int/icd/entity/1912806631,Non-alcoholic fatty liver disease,Review
2212567,370,walnuts,4,obesity,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,walnuts and obesity,NULL,Pomegranate,natural source,"{""41"":{""name"":""lipid metabolism dysregulation"",""benefit_exactly"":""EA has been investigated extensively because of its antiproliferative action in some cancers, along with its anti-inflammatory effects."",""benefit_descriptive"":""Walnuts containing ellagic acid may help regulate lipid metabolism and reduce inflammation associated with obesity.""}}","[{""type"":""triglycerides"",""name"":""Triglycerides"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may reduce triglyceride levels, improving metabolic health."",""quantity"":null},{""type"":""total_cholesterol"",""name"":""Total Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may help lower total cholesterol levels."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5B80.0,http://id.who.int/icd/entity/1664144906,Overweight,Review
2212567,0,ellagic acid,13,non alcoholic fatty liver disease,32,ready,0,14,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,ellagic acid and non alcoholic fatty liver disease,NULL,Pomegranate,natural polyphenol,"{""42"":{""name"":""hepatic lipid accumulation"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid may reduce hepatic lipid accumulation and improve liver function.""}}","[{""type"":""total_bilirubin"",""name"":""Total Bilirubin"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may help normalize bilirubin levels, indicating improved liver function."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,DB92,http://id.who.int/icd/entity/1912806631,Non-alcoholic fatty liver disease,Review
2212567,63,pomegranates,13,non alcoholic fatty liver disease,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranates and non alcoholic fatty liver disease,NULL,Pomegranate,natural source,"{""42"":{""name"":""hepatic lipid accumulation"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Pomegranates may reduce hepatic lipid accumulation and improve liver function.""}}","[{""type"":""total_bilirubin"",""name"":""Total Bilirubin"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Pomegranates may help normalize bilirubin levels, indicating improved liver function."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,DB92,http://id.who.int/icd/entity/1912806631,Non-alcoholic fatty liver disease,Review
2212567,370,walnuts,13,non alcoholic fatty liver disease,1,ready,4,1,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,walnuts and non alcoholic fatty liver disease,NULL,Pomegranate,natural source,"{""42"":{""name"":""hepatic lipid accumulation"",""benefit_exactly"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Walnuts may reduce hepatic lipid accumulation and improve liver function.""}}","[{""type"":""total_bilirubin"",""name"":""Total Bilirubin"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Walnuts may help normalize bilirubin levels, indicating improved liver function."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,DB92,http://id.who.int/icd/entity/1912806631,Non-alcoholic fatty liver disease,Review
2212568,0,berry,5,cardiovascular disease,32,ready,0,15,An Overview of Plant Phenolic Compounds and Their Importance in Human Nutrition and Management of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/27754463/,27754463,https://doi.org/10.3390/molecules21101374,10.3390/molecules21101374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274266/,PMC6274266,"Journal Article, Review",2,NULL,NULL,NULL,2,berry and cardiovascular disease,NULL,Pomegranate juice,juice,"{""19"":{""name"":""oxidative stress"",""benefit_exactly"":""Polyphenols, especially flavonoids, phenolic acids and tannins, have the important property of inhibiting α-glucosidase and α-amylase, which are key enzymes and responsible for the digestion of dietary carbohydrates to glucose."",""benefit_descriptive"":""Polyphenols inhibit key enzymes involved in carbohydrate digestion, reducing glucose absorption.""}}","[{""type"":""total_cholesterol"",""name"":""total cholesterol"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""hdl_c_direct"",""name"":""HDL cholesterol"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,,http://id.who.int/icd/entity/2079332103,Circulatory system,Review
2212568,0,berry,1,type 2 diabetes mellitus,32,ready,0,15,An Overview of Plant Phenolic Compounds and Their Importance in Human Nutrition and Management of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/27754463/,27754463,https://doi.org/10.3390/molecules21101374,10.3390/molecules21101374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274266/,PMC6274266,"Journal Article, Review",2,NULL,NULL,NULL,2,berry and type 2 diabetes mellitus,NULL,Pomegranate juice,juice,"{""2"":{""name"":""oxidative stress"",""benefit_exactly"":""Polyphenols, especially flavonoids, phenolic acids and tannins, have the important property of inhibiting α-glucosidase and α-amylase, which are key enzymes and responsible for the digestion of dietary carbohydrates to glucose."",""benefit_descriptive"":""Polyphenols inhibit key enzymes involved in carbohydrate digestion, reducing glucose absorption.""},""18"":{""name"":""hyperglycemia"",""benefit_exactly"":""Polyphenolic compounds can also prevent the development of long-term diabetes complications, including cardiovascular disease, neuropathy, nephropathy and retinopathy."",""benefit_descriptive"":""Polyphenolic compounds help prevent long-term complications associated with hyperglycemia.""}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":""Polyphenols modulate carbohydrate and lipid metabolism, attenuate hyperglycemia, dyslipidemia and insulin resistance."",""short_description"":""Polyphenols help regulate glucose levels and improve metabolic health."",""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212568,22,grape,1,type 2 diabetes mellitus,4,ready,16,2,An Overview of Plant Phenolic Compounds and Their Importance in Human Nutrition and Management of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/27754463/,27754463,https://doi.org/10.3390/molecules21101374,10.3390/molecules21101374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274266/,PMC6274266,"Journal Article, Review",2,NULL,NULL,NULL,2,grape and type 2 diabetes mellitus,NULL,Pomegranate juice,extract,"{""2"":{""name"":""oxidative stress"",""benefit_exactly"":""Polyphenols, especially flavonoids, phenolic acids and tannins, have the important property of inhibiting α-glucosidase and α-amylase, which are key enzymes and responsible for the digestion of dietary carbohydrates to glucose."",""benefit_descriptive"":""Polyphenols inhibit key enzymes involved in carbohydrate digestion, reducing glucose absorption.""}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":""Polyphenols modulate carbohydrate and lipid metabolism, attenuate hyperglycemia, dyslipidemia and insulin resistance."",""short_description"":""Polyphenols help regulate glucose levels and improve metabolic health."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,Vitis vinifera,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212568,63,pomegranate,1,type 2 diabetes mellitus,19,ready,285,14,An Overview of Plant Phenolic Compounds and Their Importance in Human Nutrition and Management of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/27754463/,27754463,https://doi.org/10.3390/molecules21101374,10.3390/molecules21101374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274266/,PMC6274266,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranate and type 2 diabetes mellitus,NULL,Pomegranate juice,juice,"{""2"":{""name"":""oxidative stress"",""benefit_exactly"":""Polyphenols, especially flavonoids, phenolic acids and tannins, have the important property of inhibiting α-glucosidase and α-amylase, which are key enzymes and responsible for the digestion of dietary carbohydrates to glucose."",""benefit_descriptive"":""Polyphenols inhibit key enzymes involved in carbohydrate digestion, reducing glucose absorption.""}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":""Polyphenols modulate carbohydrate and lipid metabolism, attenuate hyperglycemia, dyslipidemia and insulin resistance."",""short_description"":""Polyphenols help regulate glucose levels and improve metabolic health."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,Punica granatum,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
